time,vs,hs,dist,alt,ang,fuel,acc
363.00,25.120553,361.344151,-65800.53,3007.807128,58.300000,60.604211,2.672424
364.00,24.993505,359.070424,-66159.60,2982.813623,58.300000,60.391641,2.676406
365.00,24.866534,356.793307,-66516.39,2957.947090,58.300000,60.179040,2.679317
366.00,24.740206,354.513715,-66870.91,2933.206884,58.300000,59.966488,2.681234
367.00,24.615046,352.232491,-67223.14,2908.591838,58.300000,59.754001,2.682952
368.00,24.491159,349.949806,-67573.09,2884.100679,58.300000,59.541532,2.685263
369.00,24.368236,347.665154,-67920.75,2859.732442,58.300000,59.329017,2.688381
370.00,24.245855,345.377849,-68266.13,2835.486588,58.300000,59.116426,2.691908
371.00,24.123802,343.087544,-68609.22,2811.362785,58.300000,58.903772,2.695251
372.00,24.002178,340.794394,-68950.01,2787.360607,58.300000,58.691097,2.698087
373.00,23.881252,338.498832,-69288.51,2763.479355,58.300000,58.478430,2.700542
374.00,23.761226,336.201181,-69624.71,2739.718129,58.300000,58.265772,2.703008
375.00,23.642096,333.901431,-69958.61,2716.076032,58.300000,58.053097,2.705803
376.00,23.523692,331.599304,-70290.21,2692.552340,58.300000,57.840377,2.708955
377.00,23.405829,329.294495,-70619.51,2669.146511,58.300000,57.627603,2.712238
378.00,23.288439,326.986893,-70946.49,2645.858073,58.300000,57.414784,2.715392
379.00,23.171593,324.676607,-71271.17,2622.686480,58.300000,57.201941,2.718315
380.00,23.055416,322.363834,-71593.54,2599.631064,58.300000,56.989083,2.721105
381.00,22.939979,320.048688,-71913.58,2576.691084,58.300000,56.776207,2.723953
382.00,22.825255,317.731118,-72231.32,2553.865829,58.300000,56.563299,2.726979
383.00,22.711152,315.410974,-72546.73,2531.154677,58.300000,56.350348,2.730161
384.00,22.597591,313.088124,-72859.81,2508.557086,58.300000,56.137350,2.733378
385.00,22.484556,310.762535,-73170.58,2486.072531,58.300000,55.924314,2.736519
386.00,22.372089,308.434275,-73479.01,2463.700442,58.300000,55.711246,2.739560
387.00,22.260245,306.103426,-73785.11,2441.440197,58.300000,55.498150,2.742568
388.00,22.149044,303.770019,-74088.88,2419.291153,58.300000,55.285023,2.745630
389.00,22.038461,301.434007,-74390.32,2397.252692,58.300000,55.071857,2.748787
390.00,21.928448,299.095308,-74689.41,2375.324244,58.300000,54.858647,2.752013
391.00,21.818971,296.753865,-74986.17,2353.505272,58.300000,54.645394,2.755245
392.00,21.710030,294.409672,-75280.58,2331.795242,58.300000,54.432102,2.758438
393.00,21.601648,292.062763,-75572.64,2310.193594,58.300000,54.218773,2.761594
394.00,21.493847,289.713168,-75862.35,2288.699748,58.300000,54.005408,2.764751
395.00,21.386628,287.360887,-76149.71,2267.313120,58.300000,53.792004,2.767950
396.00,21.279973,285.005885,-76434.72,2246.033147,58.300000,53.578558,2.771200
397.00,21.173856,282.648117,-76717.37,2224.859291,58.300000,53.365068,2.774482
398.00,21.068265,280.287556,-76997.66,2203.791026,58.300000,53.151534,2.777765
399.00,20.963201,277.924203,-77275.58,2182.827826,58.300000,52.937959,2.781031
400.00,20.858675,275.558071,-77551.14,2161.969150,58.300000,52.724343,2.784288
401.00,20.754696,273.189168,-77824.33,2141.214454,58.300000,52.510686,2.787559
402.00,20.651258,270.817482,-78095.14,2120.563196,58.300000,52.296987,2.790859
403.00,20.548349,268.442988,-78363.59,2100.014846,58.300000,52.083242,2.794188
404.00,20.445957,266.065662,-78629.65,2079.568890,58.300000,51.869453,2.797534
405.00,20.344074,263.685489,-78893.34,2059.224816,58.300000,51.655619,2.800881
406.00,20.242703,261.302468,-79154.64,2038.982113,58.300000,51.441741,2.804226
407.00,20.141849,258.916602,-79413.56,2018.840264,58.300000,51.227819,2.807573
408.00,20.041512,256.527887,-79670.09,1998.798752,58.300000,51.013853,2.810936
409.00,19.941687,254.136311,-79924.22,1978.857065,58.300000,50.796922,2.852751
410.00,19.822171,251.709159,-80175.93,1959.034894,58.300000,50.575896,2.909581
411.00,19.675108,249.233655,-80425.16,1939.359786,58.300000,50.353950,2.924702
412.00,19.522462,246.745286,-80671.91,1919.837324,58.300000,50.137035,2.861292
413.00,19.405510,244.310867,-80916.22,1900.431814,58.300000,49.929093,2.745585
414.00,19.351682,241.974893,-81158.20,1881.080132,58.300000,49.727127,2.669178
415.00,19.340232,239.703927,-81397.90,1861.739900,58.300000,49.520875,2.728453
416.00,19.299802,237.382529,-81635.28,1842.440098,58.300000,49.299532,2.931120
417.00,19.155090,234.888699,-81870.17,1823.285008,58.300000,49.077532,2.942859
418.00,19.006590,232.384882,-82102.56,1804.278418,58.300000,48.855532,2.945914
419.00,18.858873,229.878466,-82332.43,1785.419545,58.300000,48.635658,2.920694
420.00,18.726800,227.393507,-82559.83,1766.692745,58.300000,48.421052,2.853601
421.00,18.632353,224.965631,-82784.79,1748.060392,58.300000,48.212198,2.779828
422.00,18.578989,222.600523,-83007.39,1729.481403,58.300000,48.004649,2.765160
423.00,18.535589,220.247894,-83227.64,1710.945814,58.300000,47.790829,2.851551
424.00,18.449037,217.821763,-83445.46,1692.496777,58.300000,47.568829,2.963746
425.00,18.305845,215.300175,-83660.76,1674.190932,58.300000,47.346829,2.966844
426.00,18.163431,212.775951,-83873.54,1656.027501,58.300000,47.127243,2.937624
427.00,18.038779,210.276588,-84083.82,1637.988722,58.300000,46.913102,2.867677
428.00,17.953268,207.836736,-84291.65,1620.035454,58.300000,46.704402,2.797560
429.00,17.906929,205.456541,-84497.11,1602.128525,58.300000,46.496169,2.794063
430.00,17.864698,203.079322,-84700.19,1584.263826,58.300000,46.280806,2.892669
431.00,17.772921,200.618207,-84900.81,1566.490905,58.300000,46.058806,2.984950
432.00,17.635001,198.078578,-85098.89,1548.855904,58.300000,45.836806,2.988093
433.00,17.497853,195.536276,-85294.42,1531.358051,58.300000,45.617189,2.959091
434.00,17.378370,193.018648,-85487.44,1513.979681,58.300000,45.402871,2.890646
435.00,17.297255,190.559254,-85678.00,1496.682426,58.300000,45.193746,2.823412
436.00,17.252721,188.157740,-85866.16,1479.429705,58.273893,44.984861,2.822969
437.00,17.205420,185.759883,-86051.92,1462.224285,58.147528,44.769020,2.919979
438.00,17.105249,183.282090,-86235.20,1445.119036,58.055946,44.547020,3.006485
439.00,16.956714,180.733990,-86415.93,1428.162322,57.944526,44.325020,3.009674
440.00,16.804096,178.186213,-86594.12,1411.358227,57.836143,44.109287,2.927739
441.00,16.692577,175.710916,-86769.83,1394.665650,57.721665,43.904559,2.781101
442.00,16.656931,173.362633,-86943.19,1378.008719,57.604685,43.707839,2.674833
443.00,16.675679,171.107121,-87114.30,1361.333040,57.483300,43.507184,2.730963
444.00,16.661373,168.807494,-87283.11,1344.671666,57.357992,43.289374,2.967561
445.00,16.516019,166.312250,-87449.42,1328.155648,57.228932,43.067374,3.027865
446.00,16.334554,163.770074,-87613.19,1311.821094,57.097200,42.845375,3.031087
447.00,16.147800,161.229063,-87774.42,1295.673294,56.962805,42.633775,2.892034
448.00,16.033494,158.808395,-87933.23,1279.639801,56.825961,42.439977,2.651220
449.00,16.047857,156.592837,-88089.82,1263.591943,56.686184,42.257923,2.492733
450.00,16.146171,154.513155,-88244.33,1247.445772,56.542805,42.066667,2.621156
451.00,16.170051,152.330052,-88396.66,1231.275721,56.395526,41.844667,3.045764
452.00,15.954359,149.797736,-88546.46,1215.321362,56.245113,41.622667,3.049036
453.00,15.732550,147.267200,-88693.73,1199.588813,56.093224,41.406134,2.977077
454.00,15.546670,144.800853,-88838.53,1184.042143,55.939402,41.205061,2.767202
455.00,15.474465,142.512597,-88981.04,1168.567678,55.783725,41.022430,2.515640
456.00,15.540158,140.436278,-89121.48,1153.027520,55.625422,40.844977,2.446412
457.00,15.641230,138.421001,-89259.90,1137.386289,55.463833,40.647462,2.725612
458.00,15.579486,136.180182,-89396.08,1121.806803,55.299003,40.425462,3.066806
459.00,15.318310,133.663949,-89529.74,1106.488493,55.132235,40.203462,3.070124
460.00,15.050277,131.150137,-89660.89,1091.438216,54.964666,39.996055,2.871224
461.00,14.891917,128.804045,-89789.70,1076.546299,54.796061,39.816664,2.485540
462.00,14.952110,126.777363,-89916.48,1061.594189,54.625828,39.658471,2.193550
463.00,15.177872,124.992614,-90041.47,1046.416318,54.452617,39.487858,2.367719
464.00,15.298137,123.070414,-90164.54,1031.118180,54.275719,39.265887,3.083813
465.00,14.994286,120.572515,-90285.11,1016.123894,54.096232,39.043887,3.087571
466.00,14.682804,118.077247,-90403.19,1001.441090,53.917065,38.830886,2.965508
467.00,14.438079,115.686119,-90518.87,987.003011,53.737269,38.643445,2.612051
468.00,14.398079,113.584862,-90632.46,972.604932,53.556887,38.485470,2.203142
469.00,14.597348,111.816727,-90744.28,958.007584,53.374441,38.331811,2.144572
470.00,14.827675,110.099754,-90854.38,943.179909,53.188722,38.137334,2.716859
471.00,14.709579,107.929975,-90962.31,928.470331,52.999955,37.915334,3.104743
472.00,14.351940,105.456602,-91067.76,914.118391,52.810756,37.693334,3.108144
473.00,13.986461,102.986721,-91170.75,900.131930,52.622040,37.493225,2.804416
474.00,13.800405,100.763806,-91271.51,886.331525,52.433684,37.335469,2.212595
475.00,13.971508,99.014460,-91370.53,872.360018,52.244512,37.207750,1.792439
476.00,14.396790,97.600992,-91468.13,857.963227,52.052310,37.053965,2.159905
477.00,14.591622,95.902311,-91564.03,843.371605,51.855959,36.831965,3.121408
478.00,14.185725,93.454136,-91657.48,829.185880,51.657610,36.609965,3.124846
479.00,13.771636,91.009928,-91748.49,815.414244,51.461082,36.396205,3.012050
480.00,13.422107,88.660380,-91837.15,801.992137,51.265077,36.214526,2.562319
481.00,13.349423,86.667121,-91923.82,788.642714,51.069819,36.076481,1.948264
482.00,13.659303,85.155753,-92008.98,774.983412,50.873207,35.951483,1.765221
483.00,14.081357,83.790278,-92092.77,760.902055,50.673150,35.771394,2.545507
484.00,14.003225,81.826964,-92174.59,746.898829,50.469535,35.549394,3.141371
485.00,13.539121,79.411178,-92254.01,733.359708,50.266217,35.327394,3.144852
486.00,13.066605,76.999799,-92331.01,720.293103,50.064725,35.129493,2.806226
487.00,12.806259,74.854370,-92405.86,707.486844,49.864711,34.983736,2.068353
488.00,13.018083,73.277724,-92479.14,694.468761,49.664860,34.879516,1.479689
489.00,13.608443,72.153196,-92551.29,680.860318,49.462120,34.745566,1.903059
490.00,13.919478,70.711403,-92622.00,666.940840,49.254702,34.523566,3.157522
491.00,13.404377,68.326752,-92690.33,653.536464,49.045335,34.301566,3.161039
492.00,12.880674,65.946912,-92756.28,640.655790,48.839316,34.090015,3.015459
493.00,12.446968,63.683773,-92819.96,628.208822,48.634775,33.920480,2.418619
494.00,12.403432,61.874238,-92881.83,615.805390,48.431994,33.807693,1.609945
495.00,12.893902,60.673538,-92942.51,602.911488,48.227976,33.706868,1.439945
496.00,13.494870,59.603118,-93002.11,589.416618,48.019777,33.521190,2.654240
497.00,13.277353,57.636609,-93059.75,576.139264,47.807561,33.299190,3.177018
498.00,12.701988,55.290618,-93115.04,563.437276,47.597493,33.077190,3.180578
499.00,12.117968,52.949780,-93167.99,551.319308,47.389978,32.887505,2.720213
500.00,11.840705,50.954357,-93218.94,539.478603,47.185160,32.766033,1.743055
501.00,12.224901,49.679965,-93268.62,527.253701,46.980807,32.693151,1.046201
502.00,13.082964,48.917658,-93317.54,514.170737,46.772746,32.565280,1.836752
503.00,13.395323,47.584029,-93365.12,500.775414,46.558816,32.343280,3.192407
504.00,12.768113,45.274335,-93410.40,488.007301,46.343880,32.121280,3.196002
505.00,12.078703,43.022749,-93453.42,475.928598,44.789228,31.899280,3.199605
506.00,11.356667,40.801550,-93494.22,464.571931,43.964322,31.709446,2.738652
507.00,10.933985,38.936832,-93533.16,453.637946,42.913144,31.587221,1.764380
508.00,11.208915,37.754822,-93570.91,442.429031,42.061615,31.514441,1.051003
509.00,12.003894,37.062775,-93607.98,430.425137,41.182746,31.388623,1.818087
510.00,12.205053,35.885538,-93643.86,418.220084,40.354462,31.166623,3.211556
511.00,11.316316,33.840777,-93677.70,406.903768,39.545350,30.944623,3.215194
512.00,10.400124,31.826350,-93709.53,396.503644,38.794835,30.763001,2.632834
513.00,9.919468,30.202334,-93739.73,386.584177,38.085147,30.668523,1.370244
514.00,10.424274,29.369866,-93769.10,376.159903,37.411335,30.632067,0.528841
515.00,11.594479,29.053495,-93798.16,364.565424,36.743452,30.506706,1.819640
516.00,11.717896,27.982210,-93826.14,352.847527,36.067284,30.284706,3.226059
517.00,10.683870,26.112961,-93852.25,342.163657,35.409880,30.062706,3.229731
518.00,9.628548,24.270166,-93876.52,332.535110,34.790160,29.879421,2.669012
519.00,9.020008,22.769804,-93899.29,323.515101,34.204005,29.789523,1.309696
520.00,9.529961,22.044202,-93921.33,313.985140,33.643505,29.770702,0.274220
521.00,10.901154,21.894533,-93943.23,303.083986,33.079227,29.661717,1.588816
522.00,11.162162,21.041032,-93964.27,291.921824,32.492763,29.439717,3.240079
523.00,10.013815,19.328105,-93983.60,281.908009,31.915508,29.217717,3.243782
524.00,8.847837,17.639381,-94001.24,273.060172,31.372737,29.035200,2.669380
525.00,8.161537,16.270166,-94017.51,264.898635,30.859459,28.953408,1.196749
526.00,8.735473,15.665128,-94033.17,256.163162,30.369045,28.951537,0.027372
527.00,10.318791,15.651496,-94048.82,245.844371,29.868633,28.849616,1.492061
528.00,10.625153,14.920460,-94063.74,235.219218,29.337345,28.627616,3.253668
529.00,9.382039,13.352387,-94077.10,225.837179,28.812183,28.405616,3.257403
530.00,8.123784,11.807062,-94088.90,217.713395,28.320544,28.222982,2.682321
531.00,7.363048,10.553677,-94099.46,210.350347,27.857653,28.146555,1.122909
532.00,7.978199,10.036613,-94109.49,202.372148,27.417332,28.146555,0.000000
533.00,9.590623,10.036613,-94119.53,192.781525,26.963871,28.040364,1.561093
534.00,9.805706,9.340590,-94128.87,182.975819,26.478110,27.818364,3.267324
535.00,8.482142,7.908292,-94136.78,174.493677,25.999969,27.596364,3.271090
536.00,7.145536,6.497168,-94143.28,167.348141,25.555967,27.431285,2.434461
537.00,6.557528,5.462844,-94148.74,160.790613,25.142300,27.395033,0.534730
538.00,7.688686,5.239013,-94153.98,153.101927,24.745332,27.395033,0.000000
539.00,9.305688,5.239013,-94159.22,143.796239,24.321485,27.207022,2.775886
540.00,8.384190,4.115818,-94163.33,135.412050,23.867677,26.985022,3.281506
541.00,6.991810,2.809889,-94166.14,128.420240,23.451119,26.763022,3.285305
542.00,5.588354,1.523008,-94167.67,122.831886,23.060821,26.652357,1.638641
543.00,5.698757,0.000000,-94167.67,117.133129,22.710187,26.652357,0.000000
544.00,7.320757,0.000000,-94167.67,109.812371,22.354544,26.652357,0.000000
545.00,8.942757,0.000000,-94167.67,100.869614,21.966312,26.430357,3.291014
546.00,7.503727,0.000000,-94167.67,93.365887,21.546817,26.208357,3.294835
547.00,6.009351,0.000000,-94167.67,87.356537,18.943919,26.016758,2.846480
548.00,4.915290,0.000000,-94167.67,82.441247,17.411120,25.935518,1.207459
549.00,5.373474,0.000000,-94167.67,77.067772,15.451694,25.935518,0.000000
550.00,6.995474,0.000000,-94167.67,70.072298,13.513300,25.844416,1.354673
551.00,7.287522,0.000000,-94167.67,62.784776,10.962671,25.622416,3.304963
552.00,5.640556,0.000000,-94167.67,57.144220,8.464047,25.400416,3.308816
553.00,3.973751,0.000000,-94167.67,53.170469,6.304704,25.260677,2.084285
554.00,3.517903,0.000000,-94167.67,49.652566,4.503922,25.260677,0.000000
555.00,5.139903,0.000000,-94167.67,44.512662,2.900963,25.260677,0.000000
556.00,6.761903,0.000000,-94167.67,37.750759,2.367130,25.038677,3.315115
557.00,5.070112,0.000000,-94167.67,32.680647,1.619014,24.816677,3.318992
558.00,3.373917,0.000000,-94167.67,29.306730,1.255745,24.621082,2.927242
559.00,2.069023,0.000000,-94167.67,27.237707,0.883757,24.546580,1.115428
560.00,2.575670,0.000000,-94167.67,24.662037,0.663989,24.546580,0.000000
561.00,4.197670,0.000000,-94167.67,20.464367,0.471194,24.456183,1.354040
562.00,4.465654,0.000000,-94167.67,15.998713,0.344695,24.234183,3.329208
563.00,2.758476,0.000000,-94167.67,13.240237,0.242253,24.012183,3.333118
564.00,1.047372,0.000000,-94167.67,12.192865,0.171148,23.891694,1.810183
565.00,0.859193,0.000000,-94167.67,11.333672,0.115938,23.891694,0.000000
566.00,2.481193,0.000000,-94167.67,8.852480,0.076446,23.891694,0.000000
567.00,4.103193,0.000000,-94167.67,4.749287,0.046459,23.669694,3.339169
568.00,2.386024,0.000000,-94167.67,2.363263,0.024661,23.447694,3.343103
569.00,0.664921,0.000000,-94167.67,1.698341,0.008305,23.256612,2.880422
570.00,-0.593501,0.000000,-94167.67,2.291842,0.000000,23.223231,0.503285
571.00,0.525214,0.000000,-94167.67,1.766628,0.000000,23.223231,0.000000
